sim_time_s,wall_time,event_type,truck_id,node,cargo_kg,coal_remaining_kg,extra,run_id,session_key
69821.852,2026-07-02T12:55:50.701,DEPART_DUMP_ZONE,1,load_zone_26,0.0,8000.0,session_fuel_L=0.8041|session_co2_kg=2.154931,10,20260702_123755
69843.269,2026-07-02T13:00:26.795,ARRIVE_DUMP_ZONE,2,dump_zone_3,1000.0,unlimited,,10,20260702_123755
69846.352,2026-07-02T13:00:34.290,UNLOAD_COMPLETE,2,load_zone_26,0.0,8000.0,trip_id=1|trip_duration_s=270.42|trip_fuel_L=0.8826|trip_co2_kg=2.365477,10,20260702_123755
69851.019,2026-07-02T13:00:39.797,DEPART_DUMP_ZONE,2,load_zone_26,0.0,8000.0,session_fuel_L=0.8969|session_co2_kg=2.403622,10,20260702_123755
69926.019,2026-07-02T13:03:14.572,ARRIVE_LOAD_ZONE,1,load_zone_26,0.0,8000.0,,10,20260702_123755
69929.102,2026-07-02T13:03:19.015,LOAD_COMPLETE,1,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.3593,10,20260702_123755
69934.102,2026-07-02T13:03:24.488,DEPART_LOAD_ZONE,1,dump_zone_3,1000.0,unlimited,session_fuel_L=1.1641|session_co2_kg=3.119651,10,20260702_123755
69951.769,2026-07-02T13:04:37.901,ARRIVE_LOAD_ZONE,2,load_zone_26,0.0,7000.0,,10,20260702_123755
69954.852,2026-07-02T13:04:45.492,LOAD_COMPLETE,2,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.3494,10,20260702_123755
69960.269,2026-07-02T13:04:54.445,DEPART_LOAD_ZONE,2,dump_zone_3,1000.0,unlimited,session_fuel_L=1.2487|session_co2_kg=3.346517,10,20260702_123755
70060.185,2026-07-02T13:10:04.718,ARRIVE_DUMP_ZONE,1,dump_zone_3,1000.0,unlimited,,10,20260702_123755
70063.269,2026-07-02T13:10:12.836,UNLOAD_COMPLETE,1,load_zone_26,0.0,6000.0,trip_id=2|trip_duration_s=246.25|trip_fuel_L=0.8013|trip_co2_kg=2.147497,10,20260702_123755
70068.935,2026-07-02T13:10:24.201,DEPART_DUMP_ZONE,1,load_zone_26,0.0,6000.0,session_fuel_L=1.608|session_co2_kg=4.309238,10,20260702_123755
70087.519,2026-07-02T13:11:17.768,ARRIVE_DUMP_ZONE,2,dump_zone_3,1000.0,unlimited,,10,20260702_123755
70090.602,2026-07-02T13:11:23.742,UNLOAD_COMPLETE,2,load_zone_26,0.0,6000.0,trip_id=2|trip_duration_s=244.25|trip_fuel_L=0.796|trip_co2_kg=2.133361,10,20260702_123755
70095.935,2026-07-02T13:11:31.574,DEPART_DUMP_ZONE,2,load_zone_26,0.0,6000.0,session_fuel_L=1.695|session_co2_kg=4.542417,10,20260702_123755
70169.852,2026-07-02T14:52:27.898,ARRIVE_LOAD_ZONE,1,load_zone_26,0.0,6000.0,,10,20260702_123755
70172.935,2026-07-02T14:52:33.711,LOAD_COMPLETE,1,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.353,10,20260702_123755
70178.435,2026-07-02T14:52:41.004,DEPART_LOAD_ZONE,1,dump_zone_3,1000.0,unlimited,session_fuel_L=1.9606|session_co2_kg=5.254408,10,20260702_123755
70305.269,2026-07-02T15:00:27.789,ARRIVE_DUMP_ZONE,1,dump_zone_3,1000.0,unlimited,,10,20260702_123755
70308.352,2026-07-02T15:00:33.347,UNLOAD_COMPLETE,1,load_zone_26,0.0,5000.0,trip_id=3|trip_duration_s=245.08|trip_fuel_L=0.798|trip_co2_kg=2.138686,10,20260702_123755
70313.019,2026-07-02T15:00:40.775,DEPART_DUMP_ZONE,1,load_zone_26,0.0,5000.0,session_fuel_L=2.4029|session_co2_kg=6.439758,10,20260702_123755
70333.102,2026-07-02T15:01:33.282,ARRIVE_LOAD_ZONE,2,load_zone_26,0.0,5000.0,,10,20260702_123755
70336.185,2026-07-02T15:01:44.844,LOAD_COMPLETE,2,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.7806,10,20260702_123755
70340.602,2026-07-02T15:01:56.262,DEPART_LOAD_ZONE,2,dump_zone_3,1000.0,unlimited,session_fuel_L=2.4729|session_co2_kg=6.627293,10,20260702_123755
70417.519,2026-07-02T15:07:28.785,ARRIVE_LOAD_ZONE,1,load_zone_26,0.0,4000.0,,10,20260702_123755
70420.602,2026-07-02T15:07:39.771,LOAD_COMPLETE,1,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.3611,10,20260702_123755
70425.935,2026-07-02T15:07:56.724,DEPART_LOAD_ZONE,1,dump_zone_3,1000.0,unlimited,session_fuel_L=2.7663|session_co2_kg=7.413481,10,20260702_123755
70464.685,2026-07-02T15:10:50.676,ARRIVE_DUMP_ZONE,2,dump_zone_3,1000.0,unlimited,,10,20260702_123755
70467.769,2026-07-02T15:11:02.323,UNLOAD_COMPLETE,2,load_zone_26,0.0,3000.0,trip_id=3|trip_duration_s=377.17|trip_fuel_L=1.216|trip_co2_kg=3.258968,10,20260702_123755
70472.519,2026-07-02T15:11:15.961,DEPART_DUMP_ZONE,2,load_zone_26,0.0,3000.0,session_fuel_L=2.9092|session_co2_kg=7.796629,10,20260702_123755
70552.435,2026-07-02T15:17:19.910,ARRIVE_DUMP_ZONE,1,dump_zone_3,1000.0,unlimited,,10,20260702_123755
70555.519,2026-07-02T15:17:34.031,UNLOAD_COMPLETE,1,load_zone_26,0.0,3000.0,trip_id=4|trip_duration_s=247.17|trip_fuel_L=0.8054|trip_co2_kg=2.158396,10,20260702_123755
70560.352,2026-07-02T15:17:45.072,DEPART_DUMP_ZONE,1,load_zone_26,0.0,3000.0,session_fuel_L=3.2088|session_co2_kg=8.59951,10,20260702_123755
70571.519,2026-07-02T15:18:31.216,ARRIVE_LOAD_ZONE,2,load_zone_26,0.0,3000.0,,10,20260702_123755
70574.602,2026-07-02T15:18:43.201,LOAD_COMPLETE,2,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.3445,10,20260702_123755
70580.519,2026-07-02T15:18:59.862,DEPART_LOAD_ZONE,2,dump_zone_3,1000.0,unlimited,session_fuel_L=3.2575|session_co2_kg=8.72989,10,20260702_123755
70664.685,2026-07-02T15:25:30.146,ARRIVE_LOAD_ZONE,1,load_zone_26,0.0,2000.0,,10,20260702_123755
70667.769,2026-07-02T15:25:44.648,LOAD_COMPLETE,1,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.361,10,20260702_123755
70672.519,2026-07-02T15:25:55.598,DEPART_LOAD_ZONE,1,dump_zone_3,1000.0,unlimited,session_fuel_L=3.5698|session_co2_kg=9.566865,10,20260702_123755
70707.519,2026-07-02T15:28:32.510,ARRIVE_DUMP_ZONE,2,dump_zone_3,1000.0,unlimited,,10,20260702_123755
70710.602,2026-07-02T15:28:51.266,UNLOAD_COMPLETE,2,load_zone_26,0.0,1000.0,trip_id=4|trip_duration_s=242.83|trip_fuel_L=0.7925|trip_co2_kg=2.123796,10,20260702_123755
70715.269,2026-07-02T15:29:07.730,DEPART_DUMP_ZONE,2,load_zone_26,0.0,1000.0,session_fuel_L=3.7015|session_co2_kg=9.919747,10,20260702_123755
70797.935,2026-07-02T15:35:49.162,ARRIVE_DUMP_ZONE,1,dump_zone_3,1000.0,unlimited,,10,20260702_123755
70801.019,2026-07-02T15:35:58.913,UNLOAD_COMPLETE,1,load_zone_26,0.0,1000.0,trip_id=5|trip_duration_s=245.5|trip_fuel_L=0.8007|trip_co2_kg=2.1458,10,20260702_123755
70806.269,2026-07-02T15:36:15.008,DEPART_DUMP_ZONE,1,load_zone_26,0.0,1000.0,session_fuel_L=4.0108|session_co2_kg=10.748705,10,20260702_123755
70814.435,2026-07-02T15:36:46.137,ARRIVE_LOAD_ZONE,2,load_zone_26,0.0,1000.0,,10,20260702_123755
70817.519,2026-07-02T15:37:01.185,LOAD_COMPLETE,2,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.3453,10,20260702_123755
70822.102,2026-07-02T15:37:12.717,DEPART_LOAD_ZONE,2,dump_zone_3,1000.0,unlimited,session_fuel_L=4.0467|session_co2_kg=10.844946,10,20260702_123755
70908.852,2026-07-02T15:43:39.285,ARRIVE_LOAD_ZONE,1,load_zone_26,0.0,0.0,,10,20260702_123755
70911.935,2026-07-02T15:43:49.966,LOAD_COMPLETE,1,load_zone_29,0.0,10000.0,trip_fuel_so_far_L=0.3567,10,20260702_123755
70917.685,2026-07-02T15:44:07.915,DEPART_LOAD_ZONE,1,load_zone_29,0.0,10000.0,session_fuel_L=4.369|session_co2_kg=11.70882,10,20260702_123755
70945.935,2026-07-02T15:46:16.763,ARRIVE_DUMP_ZONE,2,dump_zone_3,1000.0,unlimited,,10,20260702_123755
70949.019,2026-07-02T15:46:28.645,UNLOAD_COMPLETE,2,load_zone_25,0.0,10000.0,trip_id=5|trip_duration_s=238.42|trip_fuel_L=0.7793|trip_co2_kg=2.088398,10,20260702_123755
70954.769,2026-07-02T15:46:42.812,DEPART_DUMP_ZONE,2,load_zone_25,0.0,10000.0,session_fuel_L=4.484|session_co2_kg=12.016994,10,20260702_123755
70995.352,2026-07-02T15:48:17.457,ARRIVE_DUMP_ZONE,1,load_zone_29,0.0,10000.0,,10,20260702_123755
70998.435,2026-07-02T15:48:25.059,UNLOAD_COMPLETE,1,load_zone_29,0.0,10000.0,trip_id=6|trip_duration_s=197.42|trip_fuel_L=0.6311|trip_co2_kg=1.691415,10,20260702_123755
71003.102,2026-07-02T15:48:32.990,DEPART_DUMP_ZONE,1,load_zone_29,0.0,10000.0,session_fuel_L=4.6401|session_co2_kg=12.435369,10,20260702_123755
71070.769,2026-07-02T15:50:32.066,ARRIVE_LOAD_ZONE,1,load_zone_29,0.0,10000.0,,10,20260702_123755
71073.852,2026-07-02T15:50:37.348,LOAD_COMPLETE,1,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.2468,10,20260702_123755
71078.435,2026-07-02T15:50:43.720,DEPART_LOAD_ZONE,1,dump_zone_3,1000.0,unlimited,session_fuel_L=4.8868|session_co2_kg=13.096423,10,20260702_123755
71080.602,2026-07-02T15:50:46.624,ARRIVE_LOAD_ZONE,2,load_zone_25,0.0,10000.0,,10,20260702_123755
71083.685,2026-07-02T15:50:51.578,LOAD_COMPLETE,2,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.4338,10,20260702_123755
71089.019,2026-07-02T15:50:58.050,DEPART_LOAD_ZONE,2,dump_zone_3,1000.0,unlimited,session_fuel_L=4.9168|session_co2_kg=13.176707,10,20260702_123755
71212.852,2026-07-02T16:34:42.128,ARRIVE_DUMP_ZONE,1,dump_zone_3,1000.0,unlimited,,10,20260702_123755
71215.935,2026-07-02T16:34:48.062,UNLOAD_COMPLETE,1,load_zone_29,0.0,9000.0,trip_id=7|trip_duration_s=217.5|trip_fuel_L=0.7161|trip_co2_kg=1.919004,10,20260702_123755
71221.435,2026-07-02T16:35:06.284,DEPART_DUMP_ZONE,1,load_zone_29,0.0,9000.0,session_fuel_L=5.3587|session_co2_kg=14.361173,10,20260702_123755
71242.352,2026-07-02T16:36:21.992,ARRIVE_DUMP_ZONE,2,dump_zone_3,1000.0,unlimited,,10,20260702_123755
71245.435,2026-07-02T16:36:30.678,UNLOAD_COMPLETE,2,load_zone_25,0.0,9000.0,trip_id=6|trip_duration_s=296.42|trip_fuel_L=0.9666|trip_co2_kg=2.590385,10,20260702_123755
71250.435,2026-07-02T16:36:37.290,DEPART_DUMP_ZONE,2,load_zone_25,0.0,9000.0,session_fuel_L=5.4483|session_co2_kg=14.601242,10,20260702_123755
71327.435,2026-07-02T16:40:03.074,ARRIVE_LOAD_ZONE,1,load_zone_29,0.0,9000.0,,10,20260702_123755
71330.519,2026-07-02T16:40:08.901,LOAD_COMPLETE,1,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.3693,10,20260702_123755
71335.935,2026-07-02T16:40:15.401,DEPART_LOAD_ZONE,1,dump_zone_3,1000.0,unlimited,session_fuel_L=5.728|session_co2_kg=15.350731,10,20260702_123755
71372.852,2026-07-02T16:41:28.492,ARRIVE_LOAD_ZONE,2,load_zone_25,0.0,9000.0,,10,20260702_123755
71375.935,2026-07-02T16:41:34.333,LOAD_COMPLETE,2,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.4203,10,20260702_123755
