sim_time_s,wall_time,event_type,truck_id,node,cargo_kg,coal_remaining_kg,extra
435.183,2026-07-08T12:57:30.340,ARRIVE_LOAD_ZONE,3,load_zone_26,0.0,6000.0,
438.404,2026-07-08T12:57:33.611,LOAD_COMPLETE,3,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.3775
443.949,2026-07-08T12:57:39.108,DEPART_LOAD_ZONE,3,dump_zone_3,1000.0,unlimited,session_fuel_L=1.4346|session_co2_kg=3.844806
569.802,2026-07-08T12:59:45.000,ARRIVE_DUMP_ZONE,1,dump_zone_3,1000.0,unlimited,
573.097,2026-07-08T12:59:48.258,UNLOAD_COMPLETE,1,load_zone_26,0.0,5000.0,trip_id=2|trip_duration_s=276.1|trip_fuel_L=0.8913|trip_co2_kg=2.388626
579.29,2026-07-08T12:59:54.505,DEPART_DUMP_ZONE,1,load_zone_26,0.0,5000.0,session_fuel_L=1.8734|session_co2_kg=5.020697
621.73,2026-07-08T13:00:36.905,ARRIVE_DUMP_ZONE,3,dump_zone_3,1000.0,unlimited,
624.859,2026-07-08T13:00:40.014,UNLOAD_COMPLETE,3,load_zone_26,0.0,5000.0,trip_id=2|trip_duration_s=303.85|trip_fuel_L=0.9843|trip_co2_kg=2.638037
629.644,2026-07-08T13:00:44.815,DEPART_DUMP_ZONE,3,load_zone_26,0.0,5000.0,session_fuel_L=2.039|session_co2_kg=5.464472
697.299,2026-07-08T13:01:52.389,ARRIVE_LOAD_ZONE,1,load_zone_26,0.0,5000.0,
700.331,2026-07-08T13:01:55.480,LOAD_COMPLETE,1,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.4059
705.97,2026-07-08T13:02:01.075,DEPART_LOAD_ZONE,1,dump_zone_3,1000.0,unlimited,session_fuel_L=2.2778|session_co2_kg=6.104494
737.712,2026-07-08T13:02:32.835,ARRIVE_LOAD_ZONE,3,load_zone_26,0.0,4000.0,
740.956,2026-07-08T13:02:36.087,LOAD_COMPLETE,3,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.3731
746.589,2026-07-08T13:02:41.656,DEPART_LOAD_ZONE,3,dump_zone_3,1000.0,unlimited,session_fuel_L=2.4149|session_co2_kg=6.471862
11687.356,2026-07-08T16:05:02.594,ARRIVE_DUMP_ZONE,3,dump_zone_3,1000.0,unlimited,
11690.634,2026-07-08T16:05:05.772,UNLOAD_COMPLETE,3,load_zone_26,0.0,3000.0,trip_id=3|trip_duration_s=11065.77|trip_fuel_L=57.8046|trip_co2_kg=154.916223
11697.009,2026-07-08T16:05:12.277,DEPART_DUMP_ZONE,3,load_zone_26,0.0,3000.0,session_fuel_L=59.8484|session_co2_kg=160.393688
11756.227,2026-07-08T16:06:11.362,ARRIVE_DUMP_ZONE,1,dump_zone_3,1000.0,unlimited,
11759.413,2026-07-08T16:06:14.541,UNLOAD_COMPLETE,1,load_zone_26,0.0,3000.0,trip_id=3|trip_duration_s=11186.32|trip_fuel_L=58.5171|trip_co2_kg=156.825629
11765.443,2026-07-08T16:06:20.518,DEPART_DUMP_ZONE,1,load_zone_26,0.0,3000.0,session_fuel_L=60.3899|session_co2_kg=161.845005
11807.688,2026-07-08T16:07:02.849,ARRIVE_LOAD_ZONE,3,load_zone_26,0.0,3000.0,
11810.867,2026-07-08T16:07:06.015,LOAD_COMPLETE,3,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.3861
11816.642,2026-07-08T16:07:11.844,DEPART_LOAD_ZONE,3,dump_zone_3,1000.0,unlimited,session_fuel_L=60.2328|session_co2_kg=161.42393
11873.003,2026-07-08T16:08:08.217,ARRIVE_LOAD_ZONE,1,load_zone_26,0.0,2000.0,
11876.366,2026-07-08T16:08:11.534,LOAD_COMPLETE,1,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.3759
11882.117,2026-07-08T16:08:17.308,DEPART_LOAD_ZONE,1,dump_zone_3,1000.0,unlimited,session_fuel_L=60.7652|session_co2_kg=162.850554
11959.371,2026-07-08T16:09:34.556,ARRIVE_DUMP_ZONE,3,dump_zone_3,1000.0,unlimited,
11962.782,2026-07-08T16:09:37.960,UNLOAD_COMPLETE,3,load_zone_26,0.0,1000.0,trip_id=4|trip_duration_s=272.15|trip_fuel_L=0.8804|trip_co2_kg=2.359504
11968.973,2026-07-08T16:09:44.755,DEPART_DUMP_ZONE,3,load_zone_26,0.0,1000.0,session_fuel_L=60.7283|session_co2_kg=162.751688
12025.166,2026-07-08T16:10:40.355,ARRIVE_DUMP_ZONE,1,dump_zone_3,1000.0,unlimited,
12028.512,2026-07-08T16:10:43.961,UNLOAD_COMPLETE,1,load_zone_26,0.0,1000.0,trip_id=4|trip_duration_s=269.1|trip_fuel_L=0.8728|trip_co2_kg=2.33913
12034.797,2026-07-08T16:10:50.005,DEPART_DUMP_ZONE,1,load_zone_26,0.0,1000.0,session_fuel_L=61.2635|session_co2_kg=164.186208
12092.966,2026-07-08T16:11:48.282,ARRIVE_LOAD_ZONE,3,load_zone_26,0.0,1000.0,
12096.362,2026-07-08T16:11:51.553,LOAD_COMPLETE,3,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.427
12102.523,2026-07-08T16:11:58.945,DEPART_LOAD_ZONE,3,dump_zone_3,1000.0,unlimited,session_fuel_L=61.1553|session_co2_kg=163.896124
12153.016,2026-07-08T16:12:48.391,ARRIVE_LOAD_ZONE,1,load_zone_26,0.0,0.0,
12156.365,2026-07-08T16:12:51.667,LOAD_COMPLETE,1,load_zone_29,0.0,10000.0,trip_fuel_so_far_L=0.4093
12162.377,2026-07-08T16:12:57.543,DEPART_LOAD_ZONE,1,load_zone_29,0.0,10000.0,session_fuel_L=61.672|session_co2_kg=165.280967
12246.191,2026-07-08T16:14:21.594,ARRIVE_DUMP_ZONE,3,dump_zone_3,1000.0,unlimited,
12249.574,2026-07-08T16:14:24.752,UNLOAD_COMPLETE,3,load_zone_25,0.0,10000.0,trip_id=5|trip_duration_s=286.79|trip_fuel_L=0.9256|trip_co2_kg=2.480467
12253.471,2026-07-08T16:14:28.693,ARRIVE_DUMP_ZONE,1,load_zone_29,0.0,10000.0,
12255.297,2026-07-08T16:14:30.432,DEPART_DUMP_ZONE,3,load_zone_25,0.0,10000.0,session_fuel_L=61.6524|session_co2_kg=165.228326
12256.771,2026-07-08T16:14:31.919,UNLOAD_COMPLETE,1,load_zone_25,0.0,10000.0,trip_id=5|trip_duration_s=228.26|trip_fuel_L=0.7245|trip_co2_kg=1.941718
12262.65,2026-07-08T16:14:37.878,DEPART_DUMP_ZONE,1,load_zone_25,0.0,10000.0,session_fuel_L=61.9868|session_co2_kg=166.124602
12411.162,2026-07-08T16:17:06.708,ARRIVE_LOAD_ZONE,3,load_zone_25,0.0,10000.0,
12419.844,2026-07-08T16:17:15.502,LOAD_COMPLETE,3,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.5409
12423.517,2026-07-08T16:17:18.642,ARRIVE_LOAD_ZONE,1,load_zone_25,0.0,9000.0,
12425.398,2026-07-08T16:17:20.649,DEPART_LOAD_ZONE,3,dump_zone_3,1000.0,unlimited,session_fuel_L=62.1929|session_co2_kg=166.676965
12426.814,2026-07-08T16:17:21.846,LOAD_COMPLETE,1,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.5352
12432.177,2026-07-08T16:17:27.435,DEPART_LOAD_ZONE,1,dump_zone_3,1000.0,unlimited,session_fuel_L=62.5206|session_co2_kg=167.555133
12606.738,2026-07-08T16:20:21.954,ARRIVE_DUMP_ZONE,3,dump_zone_3,1000.0,unlimited,
12610.076,2026-07-08T16:20:25.476,UNLOAD_COMPLETE,3,load_zone_25,0.0,8000.0,trip_id=6|trip_duration_s=360.5|trip_fuel_L=1.1574|trip_co2_kg=3.101748
12616.304,2026-07-08T16:20:31.621,DEPART_DUMP_ZONE,3,load_zone_25,0.0,8000.0,session_fuel_L=62.8113|session_co2_kg=168.334204
12619.74,2026-07-08T16:20:35.158,ARRIVE_DUMP_ZONE,1,dump_zone_3,1000.0,unlimited,
12623.149,2026-07-08T16:20:38.355,UNLOAD_COMPLETE,1,load_zone_25,0.0,8000.0,trip_id=6|trip_duration_s=366.38|trip_fuel_L=1.1724|trip_co2_kg=3.141939
12624.463,2026-07-08T16:20:39.717,DEPART_DUMP_ZONE,1,load_zone_25,0.0,8000.0,session_fuel_L=63.1453|session_co2_kg=169.229244
12831.221,2026-07-08T16:24:06.391,ARRIVE_LOAD_ZONE,1,load_zone_25,0.0,8000.0,
12834.429,2026-07-08T16:24:09.582,LOAD_COMPLETE,1,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.6688
12839.53,2026-07-08T16:24:15.020,DEPART_LOAD_ZONE,1,dump_zone_3,1000.0,unlimited,session_fuel_L=63.8257|session_co2_kg=171.052949
12846.485,2026-07-08T16:24:21.778,ARRIVE_DUMP_ZONE,2,dump_zone_3,1000.0,unlimited,
12850.418,2026-07-08T16:24:25.664,UNLOAD_COMPLETE,2,load_zone_29,0.0,10000.0,trip_id=1|trip_duration_s=12845.71|trip_fuel_L=38.6294|trip_co2_kg=103.526792
12855.489,2026-07-08T16:24:30.807,DEPART_DUMP_ZONE,2,load_zone_29,0.0,10000.0,session_fuel_L=38.6448|session_co2_kg=103.568194
13035.984,2026-07-08T16:27:31.254,ARRIVE_LOAD_ZONE,2,load_zone_29,0.0,10000.0,
13039.215,2026-07-08T16:27:34.593,LOAD_COMPLETE,2,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.5986
13045.312,2026-07-08T16:27:40.598,DEPART_LOAD_ZONE,2,dump_zone_3,1000.0,unlimited,session_fuel_L=39.2468|session_co2_kg=105.181376
13218.398,2026-07-08T16:30:33.683,ARRIVE_DUMP_ZONE,2,dump_zone_3,1000.0,unlimited,
13221.68,2026-07-08T16:30:36.839,UNLOAD_COMPLETE,2,load_zone_29,0.0,9000.0,trip_id=2|trip_duration_s=371.26|trip_fuel_L=1.1919|trip_co2_kg=3.194235
13227.974,2026-07-08T16:30:43.197,DEPART_DUMP_ZONE,2,load_zone_29,0.0,9000.0,session_fuel_L=39.8405|session_co2_kg=106.77245
13363.7,2026-07-08T16:32:58.996,ARRIVE_LOAD_ZONE,2,load_zone_29,0.0,9000.0,
13367.129,2026-07-08T16:33:02.476,LOAD_COMPLETE,2,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.464
13372.852,2026-07-08T16:33:08.151,DEPART_LOAD_ZONE,2,dump_zone_3,1000.0,unlimited,session_fuel_L=40.3029|session_co2_kg=108.011717
13541.642,2026-07-08T16:35:56.920,ARRIVE_DUMP_ZONE,2,dump_zone_3,1000.0,unlimited,
13545.261,2026-07-08T16:36:00.619,UNLOAD_COMPLETE,2,load_zone_29,0.0,8000.0,trip_id=3|trip_duration_s=323.58|trip_fuel_L=1.0415|trip_co2_kg=2.791129
13551.52,2026-07-08T16:36:06.784,DEPART_DUMP_ZONE,2,load_zone_29,0.0,8000.0,session_fuel_L=40.8818|session_co2_kg=109.563289
13702.468,2026-07-08T16:38:37.741,ARRIVE_LOAD_ZONE,2,load_zone_29,0.0,8000.0,
13705.813,2026-07-08T16:38:40.999,LOAD_COMPLETE,2,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.5109
13711.886,2026-07-08T16:38:47.239,DEPART_LOAD_ZONE,2,dump_zone_3,1000.0,unlimited,session_fuel_L=41.3924|session_co2_kg=110.931516
13873.968,2026-07-08T16:41:29.253,ARRIVE_DUMP_ZONE,2,dump_zone_3,1000.0,unlimited,
13877.543,2026-07-08T16:41:32.860,UNLOAD_COMPLETE,2,load_zone_29,0.0,7000.0,trip_id=4|trip_duration_s=332.28|trip_fuel_L=1.0723|trip_co2_kg=2.873816
13885.057,2026-07-08T16:41:41.063,DEPART_DUMP_ZONE,2,load_zone_29,0.0,7000.0,session_fuel_L=41.9579|session_co2_kg=112.447256
14032.276,2026-07-08T16:44:07.552,ARRIVE_LOAD_ZONE,2,load_zone_29,0.0,7000.0,
14035.706,2026-07-08T16:44:10.948,LOAD_COMPLETE,2,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.5031
14041.82,2026-07-08T16:44:17.105,DEPART_LOAD_ZONE,2,dump_zone_3,1000.0,unlimited,session_fuel_L=42.4569|session_co2_kg=113.784634
14218.916,2026-07-08T16:47:14.245,ARRIVE_DUMP_ZONE,2,dump_zone_3,1000.0,unlimited,
14222.561,2026-07-08T16:47:17.924,UNLOAD_COMPLETE,2,load_zone_29,0.0,6000.0,trip_id=5|trip_duration_s=345.02|trip_fuel_L=1.1071|trip_co2_kg=2.967024
14228.94,2026-07-08T16:47:24.260,DEPART_DUMP_ZONE,2,load_zone_29,0.0,6000.0,session_fuel_L=43.0616|session_co2_kg=115.405096
14401.59,2026-07-08T16:50:17.518,ARRIVE_LOAD_ZONE,2,load_zone_29,0.0,6000.0,
14405.751,2026-07-08T16:50:21.793,LOAD_COMPLETE,2,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.5802
14411.637,2026-07-08T16:50:27.210,DEPART_LOAD_ZONE,2,dump_zone_3,1000.0,unlimited,session_fuel_L=43.6404|session_co2_kg=116.956405
