sim_time_s,wall_time,truck_id,x_m,y_m,speed_kmh,accel_ms2,cargo_kg,op_state,current_node,target_node,fuel_L_step,co2_kg_step
1.0,2026-07-02T12:37:59.177,1,649.998,130.211,1.95,1.0,0.0,GOING_TO_ENDPOINT,dump_zone_6,load_zone_26,0.000258,0.000691
1.0,2026-07-02T12:37:59.177,2,700.002,319.789,1.95,1.0,0.0,GOING_TO_ENDPOINT,dump_zone_10,load_zone_26,0.000258,0.000691
1.0,2026-07-02T12:37:59.177,3,-169.789,450.002,1.95,1.0,0.0,GOING_TO_ENDPOINT,dump_zone_22,load_zone_22,0.000258,0.000691
2.0,2026-07-02T12:38:02.520,1,649.894,131.288,5.55,1.0,0.0,GOING_TO_ENDPOINT,dump_zone_6,load_zone_26,0.000271,0.000726
2.0,2026-07-02T12:38:02.520,2,700.156,318.72,5.55,1.0,0.0,GOING_TO_ENDPOINT,dump_zone_10,load_zone_26,0.000271,0.000726
2.0,2026-07-02T12:38:02.520,3,-168.712,450.105,5.55,1.0,0.0,GOING_TO_ENDPOINT,dump_zone_22,load_zone_22,0.000271,0.000726
3.0,2026-07-02T12:38:05.908,1,649.428,133.317,9.15,1.0,0.0,GOING_TO_ENDPOINT,dump_zone_6,load_zone_26,0.000285,0.000764
3.0,2026-07-02T12:38:05.908,2,700.846,316.757,9.15,1.0,0.0,GOING_TO_ENDPOINT,dump_zone_10,load_zone_26,0.000285,0.000764
3.0,2026-07-02T12:38:05.908,3,-166.69,450.605,9.15,1.0,0.0,GOING_TO_ENDPOINT,dump_zone_22,load_zone_22,0.000285,0.000764
4.0,2026-07-02T12:38:08.682,1,648.727,136.319,12.75,1.0,0.0,GOING_TO_ENDPOINT,dump_zone_6,load_zone_26,0.000299,0.000801
4.0,2026-07-02T12:38:08.682,2,701.987,313.902,12.6,0.75,0.0,GOING_TO_ENDPOINT,dump_zone_10,load_zone_26,0.000289,0.000775
4.0,2026-07-02T12:38:08.682,3,-163.689,451.308,12.75,1.0,0.0,GOING_TO_ENDPOINT,dump_zone_22,load_zone_22,0.000299,0.000801
5.0,2026-07-02T12:38:10.809,1,648.073,140.349,16.35,1.0,0.0,GOING_TO_ENDPOINT,dump_zone_6,load_zone_26,0.000313,0.000839
5.0,2026-07-02T12:38:10.809,2,702.501,310.252,13.35,-0.25,0.0,GOING_TO_ENDPOINT,dump_zone_10,load_zone_26,0.00025,0.00067
5.0,2026-07-02T12:38:10.809,3,-159.661,451.966,16.35,1.0,0.0,GOING_TO_ENDPOINT,dump_zone_22,load_zone_22,0.000313,0.000839
6.0,2026-07-02T12:38:12.894,1,647.595,145.408,19.95,1.0,0.0,GOING_TO_ENDPOINT,dump_zone_6,load_zone_26,0.000327,0.000876
6.0,2026-07-02T12:38:12.894,2,702.522,306.794,11.625,-0.5,0.0,GOING_TO_ENDPOINT,dump_zone_10,load_zone_26,0.00025,0.00067
6.0,2026-07-02T12:38:12.894,3,-154.599,452.416,19.95,1.0,0.0,GOING_TO_ENDPOINT,dump_zone_22,load_zone_22,0.000327,0.000876
7.0,2026-07-02T12:38:15.119,1,647.478,151.49,23.55,1.0,0.0,GOING_TO_ENDPOINT,dump_zone_6,load_zone_26,0.000341,0.000914
7.0,2026-07-02T12:38:15.119,2,702.506,303.836,9.825,-0.5,0.0,GOING_TO_ENDPOINT,dump_zone_10,load_zone_26,0.00025,0.00067
7.0,2026-07-02T12:38:15.119,3,-148.518,452.523,23.525,0.9167,0.0,GOING_TO_ENDPOINT,dump_zone_22,load_zone_22,0.000335,0.000898
8.0,2026-07-02T12:38:19.087,1,647.499,158.553,26.775,0.5833,0.0,GOING_TO_ENDPOINT,dump_zone_6,load_zone_26,0.000317,0.00085
8.0,2026-07-02T12:38:19.087,2,702.46,301.378,8.05,-0.4167,0.0,GOING_TO_ENDPOINT,dump_zone_10,load_zone_26,0.00025,0.00067
8.0,2026-07-02T12:38:19.087,3,-141.697,452.499,24.875,-0.0833,0.0,GOING_TO_ENDPOINT,dump_zone_22,load_zone_22,0.000259,0.000694
9.0,2026-07-02T12:38:21.003,1,647.501,166.096,26.925,-0.4167,0.0,GOING_TO_ENDPOINT,dump_zone_6,load_zone_26,0.00025,0.00067
9.0,2026-07-02T12:38:21.003,2,701.831,299.412,7.45,0.25,0.0,GOING_TO_ENDPOINT,dump_zone_10,load_zone_26,0.000261,0.000699
9.0,2026-07-02T12:38:21.003,3,-134.994,452.5,23.325,-0.5,0.0,GOING_TO_ENDPOINT,dump_zone_22,load_zone_22,0.00025,0.00067
10.0,2026-07-02T12:38:23.205,1,647.5,173.304,25.125,-0.5,0.0,GOING_TO_ENDPOINT,dump_zone_6,load_zone_26,0.00025,0.00067
10.0,2026-07-02T12:38:23.205,2,700.124,297.893,8.9,0.0833,0.0,GOING_TO_ENDPOINT,dump_zone_10,load_zone_26,0.000258,0.000691
10.0,2026-07-02T12:38:23.205,3,-128.786,452.5,21.525,-0.5,0.0,GOING_TO_ENDPOINT,dump_zone_22,load_zone_22,0.00025,0.00067
11.0,2026-07-02T12:38:25.314,1,647.5,180.012,23.325,-0.5,0.0,GOING_TO_ENDPOINT,dump_zone_6,load_zone_26,0.00025,0.00067
11.0,2026-07-02T12:38:25.314,2,697.847,297.375,8.0,-0.0833,0.0,GOING_TO_ENDPOINT,dump_zone_10,load_zone_26,0.000253,0.000678
11.0,2026-07-02T12:38:25.314,3,-123.078,452.5,19.725,-0.5,0.0,GOING_TO_ENDPOINT,dump_zone_22,load_zone_22,0.00025,0.00067
12.0,2026-07-02T12:38:26.853,1,647.5,186.221,21.525,-0.5,0.0,GOING_TO_ENDPOINT,dump_zone_6,load_zone_26,0.00025,0.00067
12.0,2026-07-02T12:38:26.853,2,695.461,297.304,9.65,0.9167,0.0,GOING_TO_ENDPOINT,dump_zone_10,load_zone_26,0.000285,0.000764
