sim_time_s,wall_time,event_type,truck_id,node,cargo_kg,coal_remaining_kg,extra
1373.167,2026-07-02T15:46:28.645,UNLOAD_COMPLETE,2,load_zone_25,0.0,10000.0,trip_id=5|trip_duration_s=238.42|trip_fuel_L=0.7793|trip_co2_kg=2.088398
1378.917,2026-07-02T15:46:42.812,DEPART_DUMP_ZONE,2,load_zone_25,0.0,10000.0,session_fuel_L=4.484|session_co2_kg=12.016994
1419.5,2026-07-02T15:48:17.457,ARRIVE_DUMP_ZONE,1,load_zone_29,0.0,10000.0,
1422.583,2026-07-02T15:48:25.059,UNLOAD_COMPLETE,1,load_zone_29,0.0,10000.0,trip_id=6|trip_duration_s=197.42|trip_fuel_L=0.6311|trip_co2_kg=1.691415
1427.25,2026-07-02T15:48:32.990,DEPART_DUMP_ZONE,1,load_zone_29,0.0,10000.0,session_fuel_L=4.6401|session_co2_kg=12.435369
1494.917,2026-07-02T15:50:32.066,ARRIVE_LOAD_ZONE,1,load_zone_29,0.0,10000.0,
1498.0,2026-07-02T15:50:37.348,LOAD_COMPLETE,1,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.2468
1502.583,2026-07-02T15:50:43.720,DEPART_LOAD_ZONE,1,dump_zone_3,1000.0,unlimited,session_fuel_L=4.8868|session_co2_kg=13.096423
1504.75,2026-07-02T15:50:46.624,ARRIVE_LOAD_ZONE,2,load_zone_25,0.0,10000.0,
1507.833,2026-07-02T15:50:51.578,LOAD_COMPLETE,2,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.4338
1513.167,2026-07-02T15:50:58.050,DEPART_LOAD_ZONE,2,dump_zone_3,1000.0,unlimited,session_fuel_L=4.9168|session_co2_kg=13.176707
1637.0,2026-07-02T16:34:42.128,ARRIVE_DUMP_ZONE,1,dump_zone_3,1000.0,unlimited,
1640.083,2026-07-02T16:34:48.062,UNLOAD_COMPLETE,1,load_zone_29,0.0,9000.0,trip_id=7|trip_duration_s=217.5|trip_fuel_L=0.7161|trip_co2_kg=1.919004
1645.583,2026-07-02T16:35:06.284,DEPART_DUMP_ZONE,1,load_zone_29,0.0,9000.0,session_fuel_L=5.3587|session_co2_kg=14.361173
1666.5,2026-07-02T16:36:21.992,ARRIVE_DUMP_ZONE,2,dump_zone_3,1000.0,unlimited,
1669.583,2026-07-02T16:36:30.678,UNLOAD_COMPLETE,2,load_zone_25,0.0,9000.0,trip_id=6|trip_duration_s=296.42|trip_fuel_L=0.9666|trip_co2_kg=2.590385
1674.583,2026-07-02T16:36:37.290,DEPART_DUMP_ZONE,2,load_zone_25,0.0,9000.0,session_fuel_L=5.4483|session_co2_kg=14.601242
1751.583,2026-07-02T16:40:03.074,ARRIVE_LOAD_ZONE,1,load_zone_29,0.0,9000.0,
1754.667,2026-07-02T16:40:08.901,LOAD_COMPLETE,1,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.3693
1760.083,2026-07-02T16:40:15.401,DEPART_LOAD_ZONE,1,dump_zone_3,1000.0,unlimited,session_fuel_L=5.728|session_co2_kg=15.350731
1797.0,2026-07-02T16:41:28.492,ARRIVE_LOAD_ZONE,2,load_zone_25,0.0,9000.0,
1800.083,2026-07-02T16:41:34.333,LOAD_COMPLETE,2,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.4203
