sim_time_s,wall_time,truck_id,x_m,y_m,speed_kmh,accel_ms2,cargo_kg,op_state,current_node,target_node,fuel_L_step,co2_kg_step
1.0,2026-07-02T12:16:31.797,1,-169.789,450.002,1.95,1.0,0.0,GOING_TO_ENDPOINT,dump_zone_22,load_zone_22,0.000258,0.000691
1.0,2026-07-02T12:16:31.797,2,750.002,319.789,1.95,1.0,0.0,GOING_TO_ENDPOINT,dump_zone_11,load_zone_26,0.000258,0.000691
1.0,2026-07-02T12:16:31.797,3,-30.211,449.998,1.95,1.0,0.0,GOING_TO_ENDPOINT,dump_zone_24,load_zone_22,0.000258,0.000691
2.0,2026-07-02T12:16:33.702,1,-168.712,450.106,5.55,1.0,0.0,GOING_TO_ENDPOINT,dump_zone_22,load_zone_22,0.000271,0.000726
2.0,2026-07-02T12:16:33.702,2,750.103,318.712,5.55,1.0,0.0,GOING_TO_ENDPOINT,dump_zone_11,load_zone_26,0.000271,0.000726
2.0,2026-07-02T12:16:33.702,3,-31.288,449.894,5.55,1.0,0.0,GOING_TO_ENDPOINT,dump_zone_24,load_zone_22,0.000271,0.000726
3.0,2026-07-02T12:16:35.226,1,-166.685,450.582,9.15,1.0,0.0,GOING_TO_ENDPOINT,dump_zone_22,load_zone_22,0.000285,0.000764
3.0,2026-07-02T12:16:35.226,2,750.563,316.681,9.15,1.0,0.0,GOING_TO_ENDPOINT,dump_zone_11,load_zone_26,0.000285,0.000764
3.0,2026-07-02T12:16:35.226,3,-33.309,449.393,9.15,1.0,0.0,GOING_TO_ENDPOINT,dump_zone_24,load_zone_22,0.000285,0.000764
4.0,2026-07-02T12:16:36.929,1,-163.68,451.271,12.75,1.0,0.0,GOING_TO_ENDPOINT,dump_zone_22,load_zone_22,0.000299,0.000801
4.0,2026-07-02T12:16:36.929,2,751.229,313.67,12.75,1.0,0.0,GOING_TO_ENDPOINT,dump_zone_11,load_zone_26,0.000299,0.000801
4.0,2026-07-02T12:16:36.929,3,-36.314,448.707,12.75,1.0,0.0,GOING_TO_ENDPOINT,dump_zone_24,load_zone_22,0.000299,0.000801
5.0,2026-07-02T12:16:38.208,1,-159.649,451.919,16.35,1.0,0.0,GOING_TO_ENDPOINT,dump_zone_22,load_zone_22,0.000313,0.000839
5.0,2026-07-02T12:16:38.208,2,751.881,309.64,16.35,1.0,0.0,GOING_TO_ENDPOINT,dump_zone_11,load_zone_26,0.000313,0.000839
5.0,2026-07-02T12:16:38.208,3,-40.34,448.028,16.35,1.0,0.0,GOING_TO_ENDPOINT,dump_zone_24,load_zone_22,0.000313,0.000839
6.0,2026-07-02T12:16:39.298,1,-154.591,452.413,19.95,1.0,0.0,GOING_TO_ENDPOINT,dump_zone_22,load_zone_22,0.000327,0.000876
6.0,2026-07-02T12:16:39.298,2,752.391,304.584,19.95,1.0,0.0,GOING_TO_ENDPOINT,dump_zone_11,load_zone_26,0.000327,0.000876
6.0,2026-07-02T12:16:39.298,3,-45.401,447.569,19.95,1.0,0.0,GOING_TO_ENDPOINT,dump_zone_24,load_zone_22,0.000327,0.000876
7.0,2026-07-02T12:16:40.999,1,-148.51,452.517,23.525,0.9167,0.0,GOING_TO_ENDPOINT,dump_zone_22,load_zone_22,0.000335,0.000898
7.0,2026-07-02T12:16:40.999,2,752.51,298.503,23.55,1.0,0.0,GOING_TO_ENDPOINT,dump_zone_11,load_zone_26,0.000341,0.000914
7.0,2026-07-02T12:16:40.999,3,-51.483,447.49,23.55,1.0,0.0,GOING_TO_ENDPOINT,dump_zone_24,load_zone_22,0.000341,0.000914
8.0,2026-07-02T12:16:43.314,1,-141.69,452.499,24.875,-0.0833,0.0,GOING_TO_ENDPOINT,dump_zone_22,load_zone_22,0.000259,0.000694
8.0,2026-07-02T12:16:43.314,2,752.5,291.44,26.775,0.5833,0.0,GOING_TO_ENDPOINT,dump_zone_11,load_zone_26,0.000317,0.00085
8.0,2026-07-02T12:16:43.314,3,-58.56,447.5,27.0,0.75,0.0,GOING_TO_ENDPOINT,dump_zone_24,load_zone_22,0.000333,0.000892
9.0,2026-07-02T12:16:44.957,1,-134.987,452.5,23.325,-0.5,0.0,GOING_TO_ENDPOINT,dump_zone_22,load_zone_22,0.00025,0.00067
9.0,2026-07-02T12:16:44.957,2,752.5,283.836,27.472,-0.2047,0.0,GOING_TO_ENDPOINT,dump_zone_11,load_zone_26,0.00025,0.00067
9.0,2026-07-02T12:16:44.957,3,-66.256,447.5,27.75,-0.25,0.0,GOING_TO_ENDPOINT,dump_zone_24,load_zone_22,0.00025,0.00067
10.0,2026-07-02T12:16:46.746,1,-128.779,452.5,21.525,-0.5,0.0,GOING_TO_ENDPOINT,dump_zone_22,load_zone_22,0.00025,0.00067
10.0,2026-07-02T12:16:46.746,2,752.5,276.267,27.34,0.1716,0.0,GOING_TO_ENDPOINT,dump_zone_11,load_zone_26,0.000283,0.000758
10.0,2026-07-02T12:16:46.746,3,-73.714,447.5,26.025,-0.5,0.0,GOING_TO_ENDPOINT,dump_zone_24,load_zone_22,0.00025,0.00067
11.0,2026-07-02T12:16:48.165,1,-123.071,452.5,19.725,-0.5,0.0,GOING_TO_ENDPOINT,dump_zone_22,load_zone_22,0.00025,0.00067
11.0,2026-07-02T12:16:48.165,2,752.5,268.621,27.499,-0.1693,0.0,GOING_TO_ENDPOINT,dump_zone_11,load_zone_26,0.000252,0.000675
11.0,2026-07-02T12:16:48.165,3,-80.672,447.5,24.225,-0.5,0.0,GOING_TO_ENDPOINT,dump_zone_24,load_zone_22,0.00025,0.00067
12.0,2026-07-02T12:16:49.493,1,-117.862,452.5,17.925,-0.5,0.0,GOING_TO_ENDPOINT,dump_zone_22,load_zone_22,0.00025,0.00067
12.0,2026-07-02T12:16:49.493,2,752.5,261.195,26.097,-0.25,0.0,GOING_TO_ENDPOINT,dump_zone_11,load_zone_26,0.00025,0.00067
12.0,2026-07-02T12:16:49.493,3,-87.131,447.5,22.425,-0.5,0.0,GOING_TO_ENDPOINT,dump_zone_24,load_zone_22,0.00025,0.00067
13.0,2026-07-02T12:16:51.369,1,-113.157,452.563,16.125,-0.5,0.0,GOING_TO_ENDPOINT,dump_zone_22,load_zone_22,0.00025,0.00067
13.0,2026-07-02T12:16:51.369,2,752.5,253.917,26.625,0.4839,0.0,GOING_TO_ENDPOINT,dump_zone_11,load_zone_26,0.000309,0.000828
13.0,2026-07-02T12:16:51.369,3,-93.089,447.504,20.625,-0.5,0.0,GOING_TO_ENDPOINT,dump_zone_24,load_zone_22,0.00025,0.00067
14.0,2026-07-02T12:16:52.985,1,-109.262,454.117,14.325,-0.5,0.0,GOING_TO_ENDPOINT,dump_zone_22,load_zone_22,0.00025,0.00067
14.0,2026-07-02T12:16:52.985,2,752.5,246.191,28.617,0.2339,0.0,GOING_TO_ENDPOINT,dump_zone_11,load_zone_26,0.00029,0.000777
14.0,2026-07-02T12:16:52.985,3,-98.547,447.498,18.825,-0.5,0.0,GOING_TO_ENDPOINT,dump_zone_24,load_zone_22,0.00025,0.00067
15.0,2026-07-02T12:16:55.003,1,-105.653,454.669,12.525,-0.5,0.0,GOING_TO_ENDPOINT,dump_zone_22,load_zone_22,0.00025,0.00067
15.0,2026-07-02T12:16:55.003,2,752.5,238.263,28.017,-0.5,0.0,GOING_TO_ENDPOINT,dump_zone_11,load_zone_26,0.00025,0.00067
15.0,2026-07-02T12:16:55.003,3,-103.441,447.546,18.15,0.25,0.0,GOING_TO_ENDPOINT,dump_zone_24,load_zone_22,0.000276,0.00074
16.0,2026-07-02T12:16:56.619,1,-102.454,454.435,10.725,-0.5,0.0,GOING_TO_ENDPOINT,dump_zone_22,load_zone_22,0.00025,0.00067
16.0,2026-07-02T12:16:56.619,2,752.5,230.751,26.217,-0.5,0.0,GOING_TO_ENDPOINT,dump_zone_11,load_zone_26,0.00025,0.00067
16.0,2026-07-02T12:16:56.619,3,-105.614,442.925,20.55,0.9167,0.0,GOING_TO_ENDPOINT,dump_zone_24,load_zone_22,0.000324,0.000868
17.0,2026-07-02T12:16:58.732,1,-100.007,453.348,9.175,-0.25,0.0,GOING_TO_ENDPOINT,dump_zone_22,load_zone_22,0.00025,0.00067
17.0,2026-07-02T12:16:58.732,2,752.5,223.74,24.417,-0.5,0.0,GOING_TO_ENDPOINT,dump_zone_11,load_zone_26,0.00025,0.00067
17.0,2026-07-02T12:16:58.732,3,-108.631,437.507,24.15,1.0,0.0,GOING_TO_ENDPOINT,dump_zone_24,load_zone_22,0.000343,0.000919
18.0,2026-07-02T12:17:00.624,1,-98.802,451.069,10.225,0.75,0.0,GOING_TO_ENDPOINT,dump_zone_22,load_zone_22,0.000281,0.000753
18.0,2026-07-02T12:17:00.624,2,752.5,217.228,22.617,-0.5,0.0,GOING_TO_ENDPOINT,dump_zone_11,load_zone_26,0.00025,0.00067
18.0,2026-07-02T12:17:00.624,3,-113.501,432.145,27.6,0.75,0.0,GOING_TO_ENDPOINT,dump_zone_24,load_zone_22,0.000334,0.000895
19.0,2026-07-02T12:17:02.748,1,-99.001,447.974,11.575,-0.0833,0.0,GOING_TO_ENDPOINT,dump_zone_22,load_zone_22,0.000254,0.000681
19.0,2026-07-02T12:17:02.748,2,752.5,211.217,20.817,-0.5,0.0,GOING_TO_ENDPOINT,dump_zone_11,load_zone_26,0.00025,0.00067
19.0,2026-07-02T12:17:02.748,3,-118.939,426.416,28.635,-0.1561,0.0,GOING_TO_ENDPOINT,dump_zone_24,load_zone_22,0.000254,0.000681
