sim_time_s,wall_time,event_type,truck_id,node,cargo_kg,coal_remaining_kg,extra
121.75,2026-07-02T12:36:33.274,ARRIVE_LOAD_ZONE,3,load_zone_26,0.0,10000.0,
124.833,2026-07-02T12:36:40.962,LOAD_COMPLETE,3,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.403
129.333,2026-07-02T12:36:46.886,DEPART_LOAD_ZONE,3,dump_zone_3,1000.0,unlimited,session_fuel_L=0.4169|session_co2_kg=1.117376
146.5,2026-07-02T12:37:23.227,ARRIVE_LOAD_ZONE,2,load_zone_22,0.0,10000.0,
149.583,2026-07-02T12:37:30.536,LOAD_COMPLETE,2,dump_zone_22,1000.0,unlimited,trip_fuel_so_far_L=0.4792
155.083,2026-07-02T12:37:45.230,DEPART_LOAD_ZONE,2,dump_zone_22,1000.0,unlimited,session_fuel_L=0.4962|session_co2_kg=1.329835
177.417,2026-07-02T12:38:50.233,ARRIVE_LOAD_ZONE,1,load_zone_22,0.0,9000.0,
180.5,2026-07-02T12:38:58.547,LOAD_COMPLETE,1,dump_zone_23,1000.0,unlimited,trip_fuel_so_far_L=0.5776
181.167,2026-07-02T12:39:00.107,DEPART_LOAD_ZONE,1,dump_zone_23,1000.0,unlimited,session_fuel_L=0.5797|session_co2_kg=1.553551
214.417,2026-07-02T12:40:26.785,ARRIVE_DUMP_ZONE,2,dump_zone_22,1000.0,unlimited,
217.5,2026-07-02T12:40:33.745,UNLOAD_COMPLETE,2,load_zone_22,0.0,8000.0,trip_id=1|trip_duration_s=217.42|trip_fuel_L=0.6981|trip_co2_kg=1.870957
218.167,2026-07-02T12:40:34.874,DEPART_DUMP_ZONE,2,load_zone_22,0.0,8000.0,session_fuel_L=0.7002|session_co2_kg=1.876408
222.25,2026-07-02T12:40:43.572,ARRIVE_DUMP_ZONE,1,dump_zone_23,1000.0,unlimited,
225.333,2026-07-02T12:40:49.340,UNLOAD_COMPLETE,1,load_zone_22,0.0,8000.0,trip_id=1|trip_duration_s=225.25|trip_fuel_L=0.7255|trip_co2_kg=1.944223
229.833,2026-07-02T12:40:58.410,DEPART_DUMP_ZONE,1,load_zone_22,0.0,8000.0,session_fuel_L=0.7392|session_co2_kg=1.981012
257.0,2026-07-02T12:41:56.480,ARRIVE_DUMP_ZONE,3,dump_zone_3,1000.0,unlimited,
260.083,2026-07-02T12:42:01.841,UNLOAD_COMPLETE,3,load_zone_26,0.0,9000.0,trip_id=1|trip_duration_s=260.0|trip_fuel_L=0.8477|trip_co2_kg=2.271743
264.917,2026-07-02T12:42:10.586,ARRIVE_LOAD_ZONE,1,load_zone_22,0.0,8000.0,
265.833,2026-07-02T12:42:11.986,DEPART_DUMP_ZONE,3,load_zone_26,0.0,9000.0,session_fuel_L=0.8652|session_co2_kg=2.318737
266.75,2026-07-02T12:42:13.395,ARRIVE_LOAD_ZONE,2,load_zone_22,0.0,8000.0,
268.0,2026-07-02T12:42:15.440,LOAD_COMPLETE,1,dump_zone_22,1000.0,unlimited,trip_fuel_so_far_L=0.1373
269.833,2026-07-02T12:42:16.874,LOAD_COMPLETE,2,dump_zone_23,1000.0,unlimited,trip_fuel_so_far_L=0.1666
270.25,2026-07-02T12:42:17.262,DEPART_LOAD_ZONE,2,dump_zone_23,1000.0,unlimited,session_fuel_L=0.866|session_co2_kg=2.320752
273.5,2026-07-02T12:42:22.607,DEPART_LOAD_ZONE,1,dump_zone_22,1000.0,unlimited,session_fuel_L=0.8797|session_co2_kg=2.357583
312.167,2026-07-02T12:51:53.445,ARRIVE_DUMP_ZONE,2,dump_zone_23,1000.0,unlimited,
315.25,2026-07-02T12:52:01.990,UNLOAD_COMPLETE,2,load_zone_22,0.0,6000.0,trip_id=2|trip_duration_s=97.75|trip_fuel_L=0.3161|trip_co2_kg=0.847153
318.167,2026-07-02T12:52:06.804,DEPART_DUMP_ZONE,2,load_zone_22,0.0,6000.0,session_fuel_L=1.0231|session_co2_kg=2.741942
342.5,2026-07-02T12:52:55.644,ARRIVE_DUMP_ZONE,1,dump_zone_22,1000.0,unlimited,
345.583,2026-07-02T12:52:59.912,UNLOAD_COMPLETE,1,load_zone_22,0.0,6000.0,trip_id=2|trip_duration_s=120.25|trip_fuel_L=0.3852|trip_co2_kg=1.032378
346.583,2026-07-02T12:53:00.861,DEPART_DUMP_ZONE,1,load_zone_22,0.0,6000.0,session_fuel_L=1.1137|session_co2_kg=2.984784
