sim_time_s,wall_time,event_type,truck_id,node,cargo_kg,coal_remaining_kg,extra
578.522,2026-05-23T13:42:15.703,LOAD_COMPLETE,2,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.4769
584.127,2026-05-23T13:42:16.785,DEPART_LOAD_ZONE,2,dump_zone_3,1000.0,unlimited,session_fuel_L=1.8668|session_co2_kg=5.002924
680.012,2026-05-23T13:42:35.979,ARRIVE_DUMP_ZONE,3,dump_zone_3,1000.0,unlimited,
683.382,2026-05-23T13:42:36.654,UNLOAD_COMPLETE,3,load_zone_26,0.0,6000.0,trip_id=2|trip_duration_s=312.57|trip_fuel_L=1.0041|trip_co2_kg=2.691036
689.652,2026-05-23T13:42:37.917,DEPART_DUMP_ZONE,3,load_zone_26,0.0,6000.0,session_fuel_L=2.2104|session_co2_kg=5.923787
744.667,2026-05-23T13:42:48.912,ARRIVE_DUMP_ZONE,2,dump_zone_3,1000.0,unlimited,
748.147,2026-05-23T13:42:49.629,UNLOAD_COMPLETE,2,load_zone_26,0.0,6000.0,trip_id=2|trip_duration_s=320.06|trip_fuel_L=1.0273|trip_co2_kg=2.753201
754.382,2026-05-23T13:42:50.865,DEPART_DUMP_ZONE,2,load_zone_26,0.0,6000.0,session_fuel_L=2.4189|session_co2_kg=6.482789
825.282,2026-05-23T13:43:05.067,ARRIVE_LOAD_ZONE,3,load_zone_26,0.0,6000.0,
828.707,2026-05-23T13:43:05.721,LOAD_COMPLETE,3,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.4623
834.847,2026-05-23T13:43:06.946,DEPART_LOAD_ZONE,3,dump_zone_3,1000.0,unlimited,session_fuel_L=2.6724|session_co2_kg=7.162179
937.922,2026-05-23T13:43:27.563,ARRIVE_LOAD_ZONE,2,load_zone_26,0.0,5000.0,
941.467,2026-05-23T13:43:28.274,LOAD_COMPLETE,2,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.6066
946.912,2026-05-23T13:43:29.380,DEPART_LOAD_ZONE,2,dump_zone_3,1000.0,unlimited,session_fuel_L=3.0233|session_co2_kg=8.102467
995.532,2026-05-23T13:43:39.105,ARRIVE_DUMP_ZONE,3,dump_zone_3,1000.0,unlimited,
999.157,2026-05-23T13:43:39.860,UNLOAD_COMPLETE,3,load_zone_26,0.0,4000.0,trip_id=3|trip_duration_s=315.77|trip_fuel_L=1.0142|trip_co2_kg=2.718125
1005.482,2026-05-23T13:43:41.082,DEPART_DUMP_ZONE,3,load_zone_26,0.0,4000.0,session_fuel_L=3.2247|session_co2_kg=8.642347
1105.087,2026-05-23T13:44:01.006,ARRIVE_DUMP_ZONE,2,dump_zone_3,1000.0,unlimited,
1108.432,2026-05-23T13:44:01.669,UNLOAD_COMPLETE,2,load_zone_26,0.0,4000.0,trip_id=3|trip_duration_s=360.28|trip_fuel_L=1.1469|trip_co2_kg=3.073819
1114.707,2026-05-23T13:44:02.915,DEPART_DUMP_ZONE,2,load_zone_26,0.0,4000.0,session_fuel_L=3.566|session_co2_kg=9.556909
1148.602,2026-05-23T13:44:09.738,ARRIVE_LOAD_ZONE,3,load_zone_26,0.0,4000.0,
1151.937,2026-05-23T13:44:10.397,LOAD_COMPLETE,3,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.4835
1157.497,2026-05-23T13:44:11.464,DEPART_LOAD_ZONE,3,dump_zone_3,1000.0,unlimited,session_fuel_L=3.7061|session_co2_kg=9.932444
1250.107,2026-05-23T13:44:30.005,ARRIVE_LOAD_ZONE,2,load_zone_26,0.0,3000.0,
1253.557,2026-05-23T13:44:30.673,LOAD_COMPLETE,2,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.4625
1259.492,2026-05-23T13:44:31.879,DEPART_LOAD_ZONE,2,dump_zone_3,1000.0,unlimited,session_fuel_L=4.0277|session_co2_kg=10.794142
1318.172,2026-05-23T13:44:43.624,ARRIVE_DUMP_ZONE,3,dump_zone_3,1000.0,unlimited,
1321.512,2026-05-23T13:44:44.274,UNLOAD_COMPLETE,3,load_zone_26,0.0,2000.0,trip_id=4|trip_duration_s=322.35|trip_fuel_L=1.0327|trip_co2_kg=2.767561
1327.817,2026-05-23T13:44:45.557,DEPART_DUMP_ZONE,3,load_zone_26,0.0,2000.0,session_fuel_L=4.2574|session_co2_kg=11.409749
1411.787,2026-05-23T13:45:02.354,ARRIVE_DUMP_ZONE,2,dump_zone_3,1000.0,unlimited,
1415.612,2026-05-23T13:45:03.140,UNLOAD_COMPLETE,2,load_zone_26,0.0,2000.0,trip_id=4|trip_duration_s=307.18|trip_fuel_L=0.9908|trip_co2_kg=2.655367
1421.852,2026-05-23T13:45:04.364,DEPART_DUMP_ZONE,2,load_zone_26,0.0,2000.0,session_fuel_L=4.5567|session_co2_kg=12.212004
1469.757,2026-05-23T13:45:13.934,ARRIVE_LOAD_ZONE,3,load_zone_26,0.0,2000.0,
1473.117,2026-05-23T13:45:14.579,LOAD_COMPLETE,3,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.4805
1478.837,2026-05-23T13:45:15.780,DEPART_LOAD_ZONE,3,dump_zone_3,1000.0,unlimited,session_fuel_L=4.7363|session_co2_kg=12.693318
1567.917,2026-05-23T13:45:33.538,ARRIVE_LOAD_ZONE,2,load_zone_26,0.0,1000.0,
1571.317,2026-05-23T13:45:34.234,LOAD_COMPLETE,2,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.4926
1577.667,2026-05-23T13:45:35.513,DEPART_LOAD_ZONE,2,dump_zone_3,1000.0,unlimited,session_fuel_L=5.0499|session_co2_kg=13.533669
1634.677,2026-05-23T13:45:46.954,ARRIVE_DUMP_ZONE,3,dump_zone_3,1000.0,unlimited,
1638.537,2026-05-23T13:45:47.688,UNLOAD_COMPLETE,3,load_zone_29,0.0,10000.0,trip_id=5|trip_duration_s=317.03|trip_fuel_L=1.0162|trip_co2_kg=2.723468
1644.722,2026-05-23T13:45:48.941,DEPART_DUMP_ZONE,3,load_zone_29,0.0,10000.0,session_fuel_L=5.2732|session_co2_kg=14.13222
1734.242,2026-05-23T13:46:06.827,ARRIVE_DUMP_ZONE,2,dump_zone_3,1000.0,unlimited,
1737.647,2026-05-23T13:46:07.537,UNLOAD_COMPLETE,2,load_zone_25,0.0,10000.0,trip_id=5|trip_duration_s=322.04|trip_fuel_L=1.0334|trip_co2_kg=2.769637
1743.777,2026-05-23T13:46:08.721,DEPART_DUMP_ZONE,2,load_zone_25,0.0,10000.0,session_fuel_L=5.5898|session_co2_kg=14.980758
1804.292,2026-05-23T13:46:20.854,ARRIVE_LOAD_ZONE,3,load_zone_29,0.0,10000.0,
1807.847,2026-05-23T13:46:21.545,LOAD_COMPLETE,3,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.535
1814.037,2026-05-23T13:46:22.774,DEPART_LOAD_ZONE,3,dump_zone_3,1000.0,unlimited,session_fuel_L=5.8084|session_co2_kg=15.566467
1914.877,2026-05-23T13:46:42.957,ARRIVE_LOAD_ZONE,2,load_zone_25,0.0,10000.0,
1918.102,2026-05-23T13:46:43.596,LOAD_COMPLETE,2,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.5725
1923.972,2026-05-23T13:46:44.788,DEPART_LOAD_ZONE,2,dump_zone_3,1000.0,unlimited,session_fuel_L=6.1617|session_co2_kg=16.513446
1978.387,2026-05-23T13:46:55.662,ARRIVE_DUMP_ZONE,3,dump_zone_3,1000.0,unlimited,
1981.722,2026-05-23T13:46:56.321,UNLOAD_COMPLETE,3,load_zone_29,0.0,9000.0,trip_id=6|trip_duration_s=343.19|trip_fuel_L=1.1|trip_co2_kg=2.948095
1988.022,2026-05-23T13:46:57.603,DEPART_DUMP_ZONE,3,load_zone_29,0.0,9000.0,session_fuel_L=6.3736|session_co2_kg=17.081259
2121.577,2026-05-23T13:47:24.329,ARRIVE_DUMP_ZONE,2,dump_zone_3,1000.0,unlimited,
2125.207,2026-05-23T13:47:25.034,UNLOAD_COMPLETE,2,load_zone_25,0.0,9000.0,trip_id=6|trip_duration_s=387.56|trip_fuel_L=1.2446|trip_co2_kg=3.335447
2131.397,2026-05-23T13:47:26.247,DEPART_DUMP_ZONE,2,load_zone_25,0.0,9000.0,session_fuel_L=6.8346|session_co2_kg=18.31668
2145.857,2026-05-23T13:47:29.164,ARRIVE_LOAD_ZONE,3,load_zone_29,0.0,9000.0,
2149.202,2026-05-23T13:47:29.817,LOAD_COMPLETE,3,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.5306
2154.872,2026-05-23T13:47:30.958,DEPART_LOAD_ZONE,3,dump_zone_3,1000.0,unlimited,session_fuel_L=6.9024|session_co2_kg=18.498546
2306.542,2026-05-23T13:48:01.310,ARRIVE_LOAD_ZONE,2,load_zone_25,0.0,9000.0,
2310.037,2026-05-23T13:48:02.009,LOAD_COMPLETE,2,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.5848
2315.767,2026-05-23T13:48:03.150,DEPART_LOAD_ZONE,2,dump_zone_3,1000.0,unlimited,session_fuel_L=7.4181|session_co2_kg=19.880571
2323.547,2026-05-23T13:48:04.701,ARRIVE_DUMP_ZONE,3,dump_zone_3,1000.0,unlimited,
2327.232,2026-05-23T13:48:05.446,UNLOAD_COMPLETE,3,load_zone_29,0.0,8000.0,trip_id=7|trip_duration_s=345.51|trip_fuel_L=1.1076|trip_co2_kg=2.968329
2333.362,2026-05-23T13:48:06.677,DEPART_DUMP_ZONE,3,load_zone_29,0.0,8000.0,session_fuel_L=7.4807|session_co2_kg=20.048217
2488.132,2026-05-23T13:48:37.627,ARRIVE_LOAD_ZONE,3,load_zone_29,0.0,8000.0,
2491.717,2026-05-23T13:48:38.320,LOAD_COMPLETE,3,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.5212
2497.932,2026-05-23T13:48:39.567,DEPART_LOAD_ZONE,3,dump_zone_3,1000.0,unlimited,session_fuel_L=8.0023|session_co2_kg=21.446222
2504.747,2026-05-23T13:48:40.947,ARRIVE_DUMP_ZONE,2,dump_zone_3,1000.0,unlimited,
2508.052,2026-05-23T13:48:41.594,UNLOAD_COMPLETE,2,load_zone_25,0.0,8000.0,trip_id=7|trip_duration_s=382.85|trip_fuel_L=1.2265|trip_co2_kg=3.287026
2514.312,2026-05-23T13:48:42.859,DEPART_DUMP_ZONE,2,load_zone_25,0.0,8000.0,session_fuel_L=8.0613|session_co2_kg=21.604292
2666.632,2026-05-23T13:49:13.315,ARRIVE_DUMP_ZONE,3,dump_zone_3,1000.0,unlimited,
2670.482,2026-05-23T13:49:14.084,UNLOAD_COMPLETE,3,load_zone_29,0.0,7000.0,trip_id=8|trip_duration_s=343.25|trip_fuel_L=1.1016|trip_co2_kg=2.952369
2676.832,2026-05-23T13:49:15.356,DEPART_DUMP_ZONE,3,load_zone_29,0.0,7000.0,session_fuel_L=8.5829|session_co2_kg=23.002362
2682.927,2026-05-23T13:49:16.588,ARRIVE_LOAD_ZONE,2,load_zone_25,0.0,8000.0,
2686.567,2026-05-23T13:49:17.315,LOAD_COMPLETE,2,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.5664
2692.452,2026-05-23T13:49:18.484,DEPART_LOAD_ZONE,2,dump_zone_3,1000.0,unlimited,session_fuel_L=8.6268|session_co2_kg=23.119769
2846.402,2026-05-23T13:49:49.289,ARRIVE_LOAD_ZONE,3,load_zone_29,0.0,7000.0,
2849.927,2026-05-23T13:49:49.967,LOAD_COMPLETE,3,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.5673
2855.762,2026-05-23T13:49:51.143,DEPART_LOAD_ZONE,3,dump_zone_3,1000.0,unlimited,session_fuel_L=9.1489|session_co2_kg=24.519073
2883.542,2026-05-23T13:49:56.714,ARRIVE_DUMP_ZONE,2,dump_zone_3,1000.0,unlimited,
2887.292,2026-05-23T13:49:57.449,UNLOAD_COMPLETE,2,load_zone_25,0.0,7000.0,trip_id=8|trip_duration_s=379.24|trip_fuel_L=1.2167|trip_co2_kg=3.260687
2893.732,2026-05-23T13:49:58.742,DEPART_DUMP_ZONE,2,load_zone_25,0.0,7000.0,session_fuel_L=9.2785|session_co2_kg=24.866452
3025.157,2026-05-23T13:50:25.010,ARRIVE_DUMP_ZONE,3,dump_zone_3,1000.0,unlimited,
3028.812,2026-05-23T13:50:25.773,UNLOAD_COMPLETE,3,load_zone_29,0.0,6000.0,trip_id=9|trip_duration_s=358.33|trip_fuel_L=1.1478|trip_co2_kg=3.076117
3035.062,2026-05-23T13:50:26.981,DEPART_DUMP_ZONE,3,load_zone_29,0.0,6000.0,session_fuel_L=9.7305|session_co2_kg=26.077685
3073.142,2026-05-23T13:50:34.636,ARRIVE_LOAD_ZONE,2,load_zone_25,0.0,7000.0,
3076.722,2026-05-23T13:50:35.346,LOAD_COMPLETE,2,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.5998
3082.362,2026-05-23T13:50:36.446,DEPART_LOAD_ZONE,2,dump_zone_3,1000.0,unlimited,session_fuel_L=9.876|session_co2_kg=26.467845
3182.742,2026-05-23T13:50:56.517,ARRIVE_LOAD_ZONE,3,load_zone_29,0.0,6000.0,
3186.222,2026-05-23T13:50:57.213,LOAD_COMPLETE,3,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.5006
3192.197,2026-05-23T13:50:58.427,DEPART_LOAD_ZONE,3,dump_zone_3,1000.0,unlimited,session_fuel_L=10.2304|session_co2_kg=27.417409
3272.762,2026-05-23T13:51:14.549,ARRIVE_DUMP_ZONE,2,dump_zone_3,1000.0,unlimited,
3276.172,2026-05-23T13:51:15.223,UNLOAD_COMPLETE,2,load_zone_25,0.0,6000.0,trip_id=9|trip_duration_s=388.88|trip_fuel_L=1.2455|trip_co2_kg=3.338003
3282.412,2026-05-23T13:51:16.451,DEPART_DUMP_ZONE,2,load_zone_25,0.0,6000.0,session_fuel_L=10.5234|session_co2_kg=28.202827
3368.897,2026-05-23T13:51:33.740,ARRIVE_DUMP_ZONE,3,dump_zone_3,1000.0,unlimited,
3372.152,2026-05-23T13:51:34.420,UNLOAD_COMPLETE,3,load_zone_29,0.0,5000.0,trip_id=10|trip_duration_s=343.34|trip_fuel_L=1.101|trip_co2_kg=2.950579
3378.657,2026-05-23T13:51:35.721,DEPART_DUMP_ZONE,3,load_zone_29,0.0,5000.0,session_fuel_L=10.8322|session_co2_kg=29.030337
3469.647,2026-05-23T13:51:53.921,ARRIVE_LOAD_ZONE,2,load_zone_25,0.0,6000.0,
3473.207,2026-05-23T13:51:54.620,LOAD_COMPLETE,2,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.6219
3479.307,2026-05-23T13:51:55.851,DEPART_LOAD_ZONE,2,dump_zone_3,1000.0,unlimited,session_fuel_L=11.1451|session_co2_kg=29.868874
3519.917,2026-05-23T13:52:03.960,ARRIVE_LOAD_ZONE,3,load_zone_29,0.0,5000.0,
3523.332,2026-05-23T13:52:04.645,LOAD_COMPLETE,3,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.4819
3529.697,2026-05-23T13:52:05.921,DEPART_LOAD_ZONE,3,dump_zone_3,1000.0,unlimited,session_fuel_L=11.3138|session_co2_kg=30.321072
3671.862,2026-05-23T13:52:34.384,ARRIVE_DUMP_ZONE,2,dump_zone_3,1000.0,unlimited,
3675.322,2026-05-23T13:52:35.068,UNLOAD_COMPLETE,2,load_zone_25,0.0,5000.0,trip_id=10|trip_duration_s=399.15|trip_fuel_L=1.2768|trip_co2_kg=3.421775
3681.527,2026-05-23T13:52:36.298,DEPART_DUMP_ZONE,2,load_zone_25,0.0,5000.0,session_fuel_L=11.8001|session_co2_kg=31.624321
3702.752,2026-05-23T13:52:40.501,ARRIVE_DUMP_ZONE,3,dump_zone_3,1000.0,unlimited,
3706.002,2026-05-23T13:52:41.165,UNLOAD_COMPLETE,3,load_zone_29,0.0,4000.0,trip_id=11|trip_duration_s=333.85|trip_fuel_L=1.0749|trip_co2_kg=2.880658
3707.052,2026-05-23T13:52:41.365,DEPART_DUMP_ZONE,3,load_zone_29,0.0,4000.0,session_fuel_L=11.8904|session_co2_kg=31.866413
3856.627,2026-05-23T13:53:11.295,ARRIVE_LOAD_ZONE,3,load_zone_29,0.0,4000.0,
3860.042,2026-05-23T13:53:11.965,LOAD_COMPLETE,3,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.4906
3866.037,2026-05-23T13:53:13.171,DEPART_LOAD_ZONE,3,dump_zone_3,1000.0,unlimited,session_fuel_L=12.3963|session_co2_kg=33.222065
4031.892,2026-05-23T13:53:46.370,ARRIVE_DUMP_ZONE,3,dump_zone_3,1000.0,unlimited,
4035.417,2026-05-23T13:53:47.056,UNLOAD_COMPLETE,3,load_zone_29,0.0,3000.0,trip_id=12|trip_duration_s=329.42|trip_fuel_L=1.0593|trip_co2_kg=2.839027
4041.502,2026-05-23T13:53:48.270,DEPART_DUMP_ZONE,3,load_zone_29,0.0,3000.0,session_fuel_L=12.9651|session_co2_kg=34.746588
4180.247,2026-05-23T13:54:16.025,ARRIVE_LOAD_ZONE,3,load_zone_29,0.0,3000.0,
4183.432,2026-05-23T13:54:16.653,LOAD_COMPLETE,3,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.4707
4189.762,2026-05-23T13:54:17.912,DEPART_LOAD_ZONE,3,dump_zone_3,1000.0,unlimited,session_fuel_L=13.4368|session_co2_kg=36.010686
4349.287,2026-05-23T13:54:49.820,ARRIVE_DUMP_ZONE,3,dump_zone_3,1000.0,unlimited,
4352.667,2026-05-23T13:54:50.491,UNLOAD_COMPLETE,3,load_zone_29,0.0,2000.0,trip_id=13|trip_duration_s=317.25|trip_fuel_L=1.0202|trip_co2_kg=2.734149
4358.887,2026-05-23T13:54:51.754,DEPART_DUMP_ZONE,3,load_zone_29,0.0,2000.0,session_fuel_L=13.9857|session_co2_kg=37.481848
4492.842,2026-05-23T13:55:18.544,ARRIVE_LOAD_ZONE,3,load_zone_29,0.0,2000.0,
4496.027,2026-05-23T13:55:19.170,LOAD_COMPLETE,3,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.4573
4502.002,2026-05-23T13:55:20.366,DEPART_LOAD_ZONE,3,dump_zone_3,1000.0,unlimited,session_fuel_L=14.4425|session_co2_kg=38.705986
4665.537,2026-05-23T13:55:53.081,ARRIVE_DUMP_ZONE,3,dump_zone_3,1000.0,unlimited,
4668.847,2026-05-23T13:55:53.744,UNLOAD_COMPLETE,3,load_zone_29,0.0,1000.0,trip_id=14|trip_duration_s=316.18|trip_fuel_L=1.0194|trip_co2_kg=2.732018
4675.122,2026-05-23T13:55:54.992,DEPART_DUMP_ZONE,3,load_zone_29,0.0,1000.0,session_fuel_L=15.0053|session_co2_kg=40.214316
4817.117,2026-05-23T13:56:23.394,ARRIVE_LOAD_ZONE,3,load_zone_29,0.0,1000.0,
4820.412,2026-05-23T13:56:24.053,LOAD_COMPLETE,3,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.4828
4826.367,2026-05-23T13:56:25.235,DEPART_LOAD_ZONE,3,dump_zone_3,1000.0,unlimited,session_fuel_L=15.4873|session_co2_kg=41.506051
4988.772,2026-05-23T13:56:57.720,ARRIVE_DUMP_ZONE,3,dump_zone_3,1000.0,unlimited,
4992.132,2026-05-23T13:56:58.379,UNLOAD_COMPLETE,3,load_zone_24,0.0,10000.0,trip_id=15|trip_duration_s=323.29|trip_fuel_L=1.0401|trip_co2_kg=2.787484
4998.392,2026-05-23T13:56:59.644,DEPART_DUMP_ZONE,3,load_zone_24,0.0,10000.0,session_fuel_L=16.0454|session_co2_kg=43.001677
5163.127,2026-05-23T13:57:32.603,ARRIVE_LOAD_ZONE,2,load_zone_25,0.0,5000.0,
5166.352,2026-05-23T13:57:33.244,LOAD_COMPLETE,2,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=4.5048
5172.152,2026-05-23T13:57:34.402,DEPART_LOAD_ZONE,2,dump_zone_3,1000.0,unlimited,session_fuel_L=16.3038|session_co2_kg=43.694231
5360.952,2026-05-23T13:58:12.165,ARRIVE_DUMP_ZONE,2,dump_zone_3,1000.0,unlimited,
5364.502,2026-05-23T13:58:12.901,UNLOAD_COMPLETE,2,load_zone_25,0.0,4000.0,trip_id=11|trip_duration_s=1689.18|trip_fuel_L=5.1458|trip_co2_kg=13.790703
5370.632,2026-05-23T13:58:14.091,DEPART_DUMP_ZONE,2,load_zone_25,0.0,4000.0,session_fuel_L=16.9457|session_co2_kg=45.414407
5542.477,2026-05-23T13:58:48.453,ARRIVE_LOAD_ZONE,2,load_zone_25,0.0,4000.0,
5545.837,2026-05-23T13:58:49.124,LOAD_COMPLETE,2,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.5757
5551.997,2026-05-23T13:58:50.385,DEPART_LOAD_ZONE,2,dump_zone_3,1000.0,unlimited,session_fuel_L=17.5216|session_co2_kg=46.958038
5736.227,2026-05-23T13:59:27.218,ARRIVE_DUMP_ZONE,2,dump_zone_3,1000.0,unlimited,
5739.592,2026-05-23T13:59:27.865,UNLOAD_COMPLETE,2,load_zone_25,0.0,3000.0,trip_id=12|trip_duration_s=375.09|trip_fuel_L=1.2042|trip_co2_kg=3.227395
5745.822,2026-05-23T13:59:29.133,DEPART_DUMP_ZONE,2,load_zone_25,0.0,3000.0,session_fuel_L=18.1502|session_co2_kg=48.642615
5877.532,2026-05-23T13:59:55.482,ARRIVE_LOAD_ZONE,3,load_zone_24,0.0,10000.0,
5880.932,2026-05-23T13:59:56.168,LOAD_COMPLETE,3,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=2.6931
5886.392,2026-05-23T13:59:57.238,DEPART_LOAD_ZONE,3,dump_zone_3,1000.0,unlimited,session_fuel_L=18.7362|session_co2_kg=50.213037
6042.667,2026-05-23T14:00:28.532,ARRIVE_DUMP_ZONE,3,dump_zone_3,1000.0,unlimited,
6046.112,2026-05-23T14:00:29.204,UNLOAD_COMPLETE,3,load_zone_24,0.0,9000.0,trip_id=16|trip_duration_s=1053.98|trip_fuel_L=3.2276|trip_co2_kg=8.650003
6052.222,2026-05-23T14:00:30.407,DEPART_DUMP_ZONE,3,load_zone_24,0.0,9000.0,session_fuel_L=19.2725|session_co2_kg=51.650452
6185.882,2026-05-23T14:00:57.166,ARRIVE_LOAD_ZONE,2,load_zone_25,0.0,3000.0,
6189.497,2026-05-23T14:00:57.882,LOAD_COMPLETE,2,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=1.3815
6191.917,2026-05-23T14:00:58.339,ARRIVE_LOAD_ZONE,3,load_zone_24,0.0,9000.0,
6195.187,2026-05-23T14:00:59.015,DEPART_LOAD_ZONE,2,dump_zone_3,1000.0,unlimited,session_fuel_L=19.5302|session_co2_kg=52.340974
6195.187,2026-05-23T14:00:59.015,LOAD_COMPLETE,3,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.4732
6201.082,2026-05-23T14:01:00.198,DEPART_LOAD_ZONE,3,dump_zone_3,1000.0,unlimited,session_fuel_L=19.7453|session_co2_kg=52.917359
6361.762,2026-05-23T14:01:32.354,ARRIVE_DUMP_ZONE,3,dump_zone_3,1000.0,unlimited,
6365.267,2026-05-23T14:01:33.030,UNLOAD_COMPLETE,3,load_zone_24,0.0,8000.0,trip_id=17|trip_duration_s=319.15|trip_fuel_L=1.0247|trip_co2_kg=2.746119
6371.762,2026-05-23T14:01:34.342,DEPART_DUMP_ZONE,3,load_zone_24,0.0,8000.0,session_fuel_L=20.2984|session_co2_kg=54.399699
6407.182,2026-05-23T14:01:41.436,ARRIVE_DUMP_ZONE,2,dump_zone_3,1000.0,unlimited,
6410.677,2026-05-23T14:01:42.119,UNLOAD_COMPLETE,2,load_zone_25,0.0,2000.0,trip_id=13|trip_duration_s=671.09|trip_fuel_L=2.0957|trip_co2_kg=5.616587
6416.842,2026-05-23T14:01:43.341,DEPART_DUMP_ZONE,2,load_zone_25,0.0,2000.0,session_fuel_L=20.2458|session_co2_kg=54.258665
6524.102,2026-05-23T14:02:04.797,ARRIVE_LOAD_ZONE,3,load_zone_24,0.0,8000.0,
6527.652,2026-05-23T14:02:05.494,LOAD_COMPLETE,3,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.5134
6533.752,2026-05-23T14:02:06.713,DEPART_LOAD_ZONE,3,dump_zone_3,1000.0,unlimited,session_fuel_L=20.8107|session_co2_kg=55.772859
6601.462,2026-05-23T14:02:20.277,ARRIVE_LOAD_ZONE,2,load_zone_25,0.0,2000.0,
6604.847,2026-05-23T14:02:20.956,LOAD_COMPLETE,2,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.615
6610.782,2026-05-23T14:02:22.124,DEPART_LOAD_ZONE,2,dump_zone_3,1000.0,unlimited,session_fuel_L=20.8603|session_co2_kg=55.905539
