sim_time_s,wall_time,event_type,truck_id,node,cargo_kg,coal_remaining_kg,extra
118.241,2026-05-23T13:01:14.480,ARRIVE_LOAD_ZONE,1,load_zone_26,0.0,10000.0,
121.263,2026-05-23T13:01:17.503,LOAD_COMPLETE,1,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.3927
126.888,2026-05-23T13:01:23.210,DEPART_LOAD_ZONE,1,dump_zone_3,1000.0,unlimited,session_fuel_L=0.4101|session_co2_kg=1.09924
137.476,2026-05-23T13:01:33.715,ARRIVE_LOAD_ZONE,2,load_zone_22,0.0,10000.0,
140.519,2026-05-23T13:01:36.758,LOAD_COMPLETE,2,dump_zone_22,1000.0,unlimited,trip_fuel_so_far_L=0.454
142.594,2026-05-23T13:01:38.839,DEPART_LOAD_ZONE,2,dump_zone_22,1000.0,unlimited,session_fuel_L=0.4604|session_co2_kg=1.234081
166.811,2026-05-23T13:02:03.050,ARRIVE_LOAD_ZONE,3,load_zone_22,0.0,9000.0,
169.831,2026-05-23T13:02:06.072,LOAD_COMPLETE,3,dump_zone_23,1000.0,unlimited,trip_fuel_so_far_L=0.5458
170.802,2026-05-23T13:02:07.069,DEPART_LOAD_ZONE,3,dump_zone_23,1000.0,unlimited,session_fuel_L=0.5488|session_co2_kg=1.471115
184.885,2026-05-23T13:02:21.127,ARRIVE_DUMP_ZONE,2,dump_zone_22,1000.0,unlimited,
187.915,2026-05-23T13:02:24.155,UNLOAD_COMPLETE,2,load_zone_22,0.0,8000.0,trip_id=1|trip_duration_s=185.86|trip_fuel_L=0.6114|trip_co2_kg=1.639016
188.979,2026-05-23T13:02:25.246,DEPART_DUMP_ZONE,2,load_zone_22,0.0,8000.0,session_fuel_L=0.6146|session_co2_kg=1.647721
210.24,2026-05-23T13:02:46.480,ARRIVE_DUMP_ZONE,3,dump_zone_23,1000.0,unlimited,
213.289,2026-05-23T13:02:49.529,UNLOAD_COMPLETE,3,load_zone_22,0.0,8000.0,trip_id=1|trip_duration_s=211.23|trip_fuel_L=0.6906|trip_co2_kg=1.851297
215.554,2026-05-23T13:02:51.814,DEPART_DUMP_ZONE,3,load_zone_22,0.0,8000.0,session_fuel_L=0.6975|session_co2_kg=1.86981
230.796,2026-05-23T13:03:07.037,ARRIVE_LOAD_ZONE,2,load_zone_22,0.0,8000.0,
233.821,2026-05-23T13:03:10.110,LOAD_COMPLETE,2,dump_zone_22,1000.0,unlimited,trip_fuel_so_far_L=0.1471
234.744,2026-05-23T13:03:11.012,DEPART_LOAD_ZONE,2,dump_zone_22,1000.0,unlimited,session_fuel_L=0.7614|session_co2_kg=2.041166
243.946,2026-05-23T13:03:20.185,ARRIVE_DUMP_ZONE,1,dump_zone_3,1000.0,unlimited,
247.049,2026-05-23T13:03:23.379,UNLOAD_COMPLETE,1,load_zone_26,0.0,9000.0,trip_id=1|trip_duration_s=244.99|trip_fuel_L=0.809|trip_co2_kg=2.168793
250.693,2026-05-23T13:03:26.970,ARRIVE_LOAD_ZONE,3,load_zone_22,0.0,7000.0,
251.727,2026-05-23T13:03:27.980,DEPART_DUMP_ZONE,1,load_zone_26,0.0,9000.0,session_fuel_L=0.8233|session_co2_kg=2.207065
253.739,2026-05-23T13:03:29.979,LOAD_COMPLETE,3,dump_zone_23,1000.0,unlimited,trip_fuel_so_far_L=0.1309
254.62,2026-05-23T13:03:30.889,DEPART_LOAD_ZONE,3,dump_zone_23,1000.0,unlimited,session_fuel_L=0.8242|session_co2_kg=2.209535
284.299,2026-05-23T13:04:00.586,ARRIVE_DUMP_ZONE,2,dump_zone_22,1000.0,unlimited,
287.326,2026-05-23T13:04:03.616,UNLOAD_COMPLETE,2,load_zone_22,0.0,6000.0,trip_id=2|trip_duration_s=99.41|trip_fuel_L=0.3229|trip_co2_kg=0.865792
288.675,2026-05-23T13:04:04.942,DEPART_DUMP_ZONE,2,load_zone_22,0.0,6000.0,session_fuel_L=0.9384|session_co2_kg=2.515848
295.306,2026-05-23T13:04:11.545,ARRIVE_DUMP_ZONE,3,dump_zone_23,1000.0,unlimited,
298.339,2026-05-23T13:04:14.579,UNLOAD_COMPLETE,3,load_zone_22,0.0,6000.0,trip_id=2|trip_duration_s=85.05|trip_fuel_L=0.2791|trip_co2_kg=0.748243
300.507,2026-05-23T13:04:16.766,DEPART_DUMP_ZONE,3,load_zone_22,0.0,6000.0,session_fuel_L=0.9762|session_co2_kg=2.617269
331.831,2026-05-23T13:04:48.071,ARRIVE_LOAD_ZONE,2,load_zone_22,0.0,6000.0,
335.003,2026-05-23T13:04:51.356,LOAD_COMPLETE,2,dump_zone_22,1000.0,unlimited,trip_fuel_so_far_L=0.1524
335.793,2026-05-23T13:04:52.116,DEPART_LOAD_ZONE,2,dump_zone_22,1000.0,unlimited,session_fuel_L=1.0891|session_co2_kg=2.920028
335.902,2026-05-23T13:04:52.227,ARRIVE_LOAD_ZONE,3,load_zone_22,0.0,5000.0,
338.961,2026-05-23T13:04:55.200,LOAD_COMPLETE,3,dump_zone_23,1000.0,unlimited,trip_fuel_so_far_L=0.1314
341.78,2026-05-23T13:04:58.035,DEPART_LOAD_ZONE,3,dump_zone_23,1000.0,unlimited,session_fuel_L=1.1097|session_co2_kg=2.97502
345.554,2026-05-23T13:05:01.793,ARRIVE_LOAD_ZONE,1,load_zone_26,0.0,9000.0,
348.646,2026-05-23T13:05:04.886,LOAD_COMPLETE,1,dump_zone_3,1000.0,unlimited,trip_fuel_so_far_L=0.3283
353.835,2026-05-23T13:05:10.090,DEPART_LOAD_ZONE,1,dump_zone_3,1000.0,unlimited,session_fuel_L=1.1533|session_co2_kg=3.091783
383.134,2026-05-23T13:05:39.373,ARRIVE_DUMP_ZONE,2,dump_zone_22,1000.0,unlimited,
386.154,2026-05-23T13:05:42.394,UNLOAD_COMPLETE,2,load_zone_22,0.0,4000.0,trip_id=3|trip_duration_s=98.83|trip_fuel_L=0.3203|trip_co2_kg=0.858815
391.002,2026-05-23T13:05:47.262,DEPART_DUMP_ZONE,2,load_zone_22,0.0,4000.0,session_fuel_L=1.2694|session_co2_kg=3.403276
393.506,2026-05-23T13:05:49.746,ARRIVE_DUMP_ZONE,3,dump_zone_23,1000.0,unlimited,
